query_id,doc_id,bm25_score,relevance
401,LA093090-0200,12.7094965,0
401,FBIS4-51262,12.705371,0
401,FBIS4-43367,12.703233,0
401,FBIS3-58888,12.695958,0
401,FBIS4-16817,12.695765,0
401,FBIS3-59212,12.689806,0
401,FBIS4-42300,12.685433,0
401,LA051189-0006,12.684506,0
401,FBIS4-20130,12.664604,0
401,FBIS3-17158,12.652663,0
401,FBIS4-63354,12.646761,0
401,FBIS3-3008,12.641823,0
401,FBIS3-8526,12.641053,0
401,LA072189-0046,12.6388,0
401,FBIS4-22717,12.637881,0
401,FBIS4-44239,12.635103,0
401,FBIS3-57724,12.632749,0
401,FBIS3-18733,12.628363,0
401,FBIS4-61912,12.625194,0
401,FBIS3-26977,12.621878,0
401,FBIS4-30424,12.621634,0
401,FBIS3-59123,12.614335,0
401,FBIS3-9196,12.582447,0
401,FBIS4-50181,12.58133,0
401,FBIS3-16756,12.578071,0
401,FBIS3-18170,12.5745735,0
401,FBIS4-12785,12.568558,0
401,FBIS3-26700,12.556922,0
401,FBIS4-3478,12.556693,0
401,FBIS3-41246,12.554317,0
401,FBIS3-26597,12.554317,0
401,LA050589-0009,12.551266,0
401,FBIS3-4212,12.547926,0
401,FBIS4-35579,12.537073,0
401,FBIS3-58097,12.536256,0
401,FBIS4-45071,12.5329075,0
401,LA071590-0148,12.527398,0
401,LA091989-0143,12.513614,0
401,FBIS3-27877,12.513594,0
401,FBIS3-49374,12.507376,0
401,FBIS4-21244,12.50639,0
401,LA052590-0090,12.503068,0
401,FBIS3-48991,12.501729,0
401,FBIS3-37016,12.497543,0
401,LA081489-0037,12.495262,0
401,FBIS3-16855,12.495066,0
401,FBIS4-40518,12.493824,0
401,LA040790-0159,12.486522,0
401,FBIS3-51703,12.483545,0
401,LA071290-0092,12.479402,0
401,FBIS4-39358,12.478327,0
401,FBIS3-59499,12.470587,0
401,FBIS4-60535,12.466543,0
401,LA021389-0087,12.45573,0
401,FBIS4-37163,12.453656,0
401,FBIS3-45511,12.452219,0
401,FBIS4-65641,12.447111,0
401,FBIS3-34896,12.43901,0
401,FBIS4-43543,12.434618,0
401,FBIS4-64979,12.426988,0
401,FBIS3-42166,12.425979,0
401,FBIS3-54448,12.425979,0
401,FBIS3-19454,12.424495,0
401,FBIS3-42151,12.420877,0
401,FBIS3-35997,12.420877,0
401,FBIS3-46817,12.420653,0
401,FBIS3-49835,12.417787,0
401,FBIS4-49722,12.416081,0
401,LA061589-0041,12.412211,0
401,FBIS4-40209,12.410672,0
401,FBIS4-62023,12.402177,0
401,LA050789-0068,12.385681,0
401,FBIS4-17708,12.384143,0
401,FBIS3-57124,12.38286,0
401,FBIS4-16324,12.365911,0
401,FBIS4-44262,12.365028,0
401,FBIS4-40901,12.358889,0
401,FBIS3-38049,12.356836,0
401,LA100390-0011,12.35379,0
401,FBIS4-43710,12.348521,0
401,FBIS3-3369,12.347827,0
401,FBIS3-22835,12.343636,0
401,FBIS3-39453,12.343636,0
401,LA081990-0090,12.342082,0
401,FBIS4-3708,12.341917,0
401,FBIS4-62666,12.329255,0
401,FBIS4-26882,12.323366,0
401,FBIS4-41702,12.321923,0
401,FBIS3-4097,12.321579,0
401,LA041890-0034,12.31641,0
401,FBIS4-16504,12.314094,0
401,FBIS4-33750,12.31251,0
401,FBIS3-35854,12.311421,0
401,LA080389-0118,12.310249,0
401,FBIS3-8160,12.309502,0
401,FBIS3-2509,12.309095,0
401,FBIS4-9220,12.307999,0
401,FBIS3-39117,12.303931,0
401,FBIS3-36481,12.302808,0
401,FBIS3-28209,12.302808,0
401,LA112089-0097,12.301524,0
401,FBIS3-35245,12.295127,0
401,FBIS3-12608,12.292533,0
401,FBIS3-32762,12.289772,0
401,FBIS4-54718,12.289464,0
401,FBIS4-3889,12.286533,0
401,FBIS4-53270,12.284159,0
401,FBIS3-38209,12.283515,0
401,FBIS3-25936,12.276969,0
401,FBIS4-58070,12.275533,0
401,FBIS3-2050,12.274491,0
401,LA032090-0092,12.273826,0
401,FBIS4-8891,12.2692585,0
401,FBIS3-30217,12.26861,0
401,FBIS3-30291,12.26861,0
401,FBIS4-66051,12.267311,0
401,FBIS3-15904,12.267185,0
401,FBIS4-64477,12.26168,0
401,LA061690-0010,12.2587805,0
401,FBIS4-45729,12.24887,0
401,FBIS4-16906,12.248629,0
401,FBIS4-15343,12.238893,0
401,FBIS4-45046,12.237696,0
401,FBIS3-15015,12.234106,0
401,LA032489-0016,12.229776,0
401,FBIS4-62798,12.228627,0
401,FBIS3-34144,12.2280245,0
401,FBIS4-19175,12.227993,0
401,FBIS3-18003,12.227971,0
401,FBIS3-38964,12.226668,0
401,FBIS3-29409,12.226643,0
401,FBIS3-7813,12.222957,0
401,FBIS3-17087,12.222284,0
401,FBIS4-9010,12.218766,0
401,FBIS4-42634,12.214272,0
401,FBIS4-30947,12.21341,0
401,FBIS3-26090,12.212487,0
401,LA111889-0012,12.210667,0
401,FBIS4-42756,12.208979,0
401,FBIS3-14056,12.192777,0
401,FBIS4-61645,12.187258,0
401,FBIS4-66128,12.187009,0
401,LA011590-0017,12.183365,0
401,FBIS3-39301,12.181889,0
401,FBIS3-1636,12.175288,0
401,FBIS4-32081,12.173693,0
401,LA033090-0083,12.1704035,0
401,FBIS3-57864,12.16126,0
401,LA092489-0002,12.161184,0
401,FBIS4-34202,12.154448,0
401,FBIS4-33885,12.152435,0
401,FBIS3-35276,12.152416,0
401,FBIS3-35308,12.151669,0
401,FBIS4-42730,12.148378,0
401,FBIS4-31119,12.145735,0
401,FBIS4-63720,12.144154,0
401,FBIS4-42630,12.140257,0
401,FBIS4-4316,12.140176,0
401,FBIS4-56146,12.134352,0
401,LA110690-0075,12.13416,0
401,FBIS3-59008,12.13274,0
401,FBIS4-6817,12.130922,0
401,FBIS4-42985,12.1253,0
401,FBIS3-26572,12.124119,0
401,FBIS3-59375,12.122129,0
401,FBIS4-3884,12.120101,0
401,FBIS4-50806,12.110345,0
401,LA051989-0097,12.109968,0
401,FBIS3-21036,12.103302,0
401,FBIS3-57306,12.094494,0
401,FBIS4-18665,12.09307,0
401,FBIS3-16465,12.074956,0
401,LA030489-0030,12.074443,0
401,FBIS4-19129,12.069336,0
401,LA021590-0208,12.068162,0
401,LA070789-0082,12.064209,0
401,FBIS4-44196,12.061238,0
401,FBIS4-34207,12.060272,0
401,FBIS3-50278,12.057688,0
401,FBIS3-20999,12.056768,0
401,FBIS3-44236,12.055227,0
401,FBIS3-61480,12.054879,0
401,FBIS4-18659,12.046825,0
401,FBIS4-43433,12.0423,0
401,LA112190-0056,12.040949,0
401,FBIS4-16536,12.03511,0
401,FBIS3-16877,12.0308695,0
401,FBIS3-33783,12.028787,0
401,FBIS3-57698,12.026743,0
401,FBIS3-18364,12.025191,0
401,FBIS3-33122,12.019927,0
401,FBIS3-46454,12.019128,0
401,FBIS4-9068,12.018497,0
401,LA012289-0096,12.016347,0
401,FBIS4-49456,12.015073,0
401,FBIS3-19905,12.009911,0
401,FBIS4-38943,12.008022,0
401,FBIS4-19292,11.997612,0
401,FBIS3-46239,11.995498,0
401,FBIS3-8307,11.992054,0
401,FBIS3-26323,11.990857,0
401,FBIS3-6055,11.99042,0
401,FBIS3-22720,11.99042,0
401,FBIS3-49559,11.990054,0
401,FBIS4-20003,11.988646,0
401,FBIS3-58341,11.985644,0
401,FBIS4-39840,11.984082,0
401,FBIS4-45788,11.981287,0
401,FBIS4-2388,11.971918,0
401,FBIS4-16429,11.968607,0
401,FBIS3-35851,11.967015,0
401,LA071790-0035,11.966316,0
401,FBIS3-19604,11.965881,0
401,FBIS3-3441,11.963578,0
401,FBIS4-44306,11.962704,0
401,FBIS3-9459,11.957035,0
401,FBIS4-45151,11.955962,0
401,FBIS4-42625,11.955962,0
401,LA021690-0164,11.953771,0
401,FBIS4-15328,11.950608,0
401,FBIS4-64743,11.95,0
401,FBIS4-15359,11.949062,0
401,FBIS4-60981,11.944394,0
401,FBIS3-19577,11.94398,0
401,FBIS4-32567,11.941222,0
401,FBIS3-30982,11.939869,0
401,FBIS3-47073,11.935453,0
401,FBIS4-63292,11.934595,0
401,FBIS3-55678,11.9296255,0
401,FBIS3-50925,11.927535,0
401,FBIS3-7384,11.927142,0
401,FBIS3-34359,11.925072,0
401,FBIS3-58440,11.923651,0
401,FBIS4-34408,11.921397,0
401,LA012490-0004,11.918034,0
401,FBIS4-65825,11.916303,0
401,FBIS4-18715,11.910379,0
401,FBIS4-51900,11.910236,0
401,FBIS3-44878,11.90799,0
401,FBIS3-55050,11.907063,0
401,FBIS3-57367,11.906954,0
401,FBIS3-39835,11.903509,0
401,LA091589-0048,11.893607,0
401,FBIS4-18864,11.893406,0
401,FBIS3-3751,11.891102,0
401,FBIS4-49141,11.891021,0
401,FBIS3-19254,11.888691,0
401,FBIS3-46357,11.888111,0
401,FBIS3-10250,11.88277,0
401,FBIS3-11861,11.880659,0
401,LA050789-0075,11.876603,0
401,FBIS4-66153,11.876436,0
401,FBIS4-8585,11.8726225,0
401,FBIS3-31659,11.872621,0
401,FBIS4-50569,11.868429,0
401,FBIS4-39586,11.863741,0
401,FBIS4-31707,11.863046,0
401,FBIS4-34967,11.862419,0
401,FBIS4-44309,11.861635,0
401,FBIS4-22024,11.858517,0
401,FBIS3-41172,11.8518505,0
401,LA101189-0002,11.845445,0
401,LA100590-0031,11.839696,0
401,FBIS3-42965,11.838692,0
401,FBIS3-11272,11.838677,0
401,FBIS4-11325,11.833294,0
401,FBIS4-43507,11.8313265,0
401,FBIS4-20197,11.830941,0
401,FBIS3-51388,11.830126,0
401,FBIS4-68248,11.826769,0
401,FBIS3-32685,11.825175,0
401,FBIS3-1678,11.824528,0
401,FBIS3-36282,11.824417,0
401,FBIS3-41027,11.824417,0
401,FBIS4-3457,11.824305,0
401,LA071090-0042,11.823802,0
401,FBIS3-7842,11.821634,0
401,FBIS4-3695,11.814715,0
401,FBIS3-30393,11.812903,0
401,FBIS3-49544,11.810217,0
401,FBIS4-27468,11.809676,0
401,FBIS4-42166,11.798168,0
401,FBIS3-50737,11.792734,0
401,FBIS3-49643,11.790845,0
401,FBIS3-10327,11.7901535,0
401,FBIS4-63216,11.788409,0
401,FBIS4-51076,11.788051,0
401,LA033090-0141,11.784127,0
401,FBIS3-10306,11.78391,0
401,FBIS3-36235,11.770462,0
401,FBIS4-8643,11.769448,0
401,FBIS4-61383,11.767267,0
401,FBIS4-40613,11.764343,0
401,FBIS3-29869,11.764041,0
401,FBIS4-35165,11.757942,0
401,FBIS4-64985,11.754225,0
401,FBIS4-33858,11.752383,0
401,FBIS3-58286,11.749463,0
401,FBIS3-20182,11.743145,0
401,FBIS3-11546,11.7412405,0
401,FBIS3-9739,11.734457,0
401,FBIS3-46386,11.734079,0
401,FBIS4-56099,11.731008,0
401,FBIS4-10425,11.730736,0
401,FBIS3-19459,11.730636,0
401,FBIS3-40589,11.728219,0
401,FBIS3-53639,11.728219,0
401,FBIS3-17444,11.72818,0
401,LA082489-0019,11.726964,0
401,FBIS4-65928,11.72254,0
401,FBIS4-16728,11.720614,0
401,FBIS4-32112,11.718122,0
401,FBIS3-16023,11.715744,0
401,FBIS3-19643,11.713121,0
401,FBIS4-33879,11.704177,0
401,LA032990-0214,11.701557,0
401,FBIS4-15890,11.701526,0
401,FBIS3-33167,11.695937,0
401,FBIS4-18327,11.695464,0
401,FBIS4-50975,11.690011,0
401,FBIS4-41932,11.687005,0
401,FBIS4-7886,11.681478,0
401,FBIS4-9059,11.68027,0
401,FBIS3-26639,11.676258,0
401,FBIS4-6832,11.671322,0
401,FBIS4-32777,11.666208,0
401,FBIS3-56482,11.665788,0
401,FBIS3-46446,11.66087,0
401,FBIS4-49454,11.658675,0
401,FBIS3-19078,11.658627,0
401,FBIS3-49421,11.653336,0
401,FBIS4-64007,11.652936,0
401,FBIS4-33737,11.651762,0
401,LA021490-0049,11.647769,0
401,FBIS3-50188,11.64708,0
401,FBIS4-10589,11.644383,0
401,FBIS4-65719,11.641272,0
401,FBIS4-66265,11.6404,0
401,LA011990-0099,11.638286,0
401,FBIS4-16322,11.637983,0
401,FBIS3-30554,11.636307,0
401,LA040690-0072,11.633524,0
401,FBIS4-34206,11.624443,0
401,FBIS3-15387,11.623735,0
401,FBIS4-62013,11.61362,0
401,FBIS3-15008,11.611886,0
401,FBIS4-42558,11.611105,0
401,FBIS4-49362,11.605667,0
401,FBIS3-58484,11.605608,0
401,FBIS3-34216,11.603466,0
401,FBIS3-2554,11.602814,0
401,FBIS4-10990,11.598393,0
401,LA043090-0142,11.598018,0
401,FBIS3-20179,11.59762,0
401,FBIS3-61248,11.596018,0
401,FBIS4-39316,11.595815,0
401,FBIS4-4267,11.591511,0
401,LA032790-0105,11.59126,0
401,FBIS3-37195,11.589066,0
401,FBIS4-4770,11.587449,0
401,FBIS4-41522,11.586997,0
401,FBIS4-49752,11.586341,0
401,LA122489-0016,11.585309,0
401,FBIS3-49022,11.584543,0
401,FBIS4-11260,11.582005,0
401,FBIS4-65094,11.581189,0
401,FBIS3-17088,11.580519,0
401,FBIS3-31694,11.580482,0
401,FBIS4-58614,11.577874,0
401,FBIS3-55792,11.565623,0
401,FBIS3-58458,11.565623,0
401,FBIS4-52076,11.557272,0
401,FBIS4-19325,11.556732,0
401,FBIS3-38313,11.555861,0
401,LA120789-0029,11.552828,0
401,FBIS4-67133,11.551898,0
401,FBIS3-26436,11.550643,0
401,FBIS4-15509,11.550268,0
401,FBIS4-48969,11.548336,0
401,FBIS3-38469,11.541763,0
401,FBIS4-42516,11.538348,0
401,FBIS3-56004,11.537356,0
401,FBIS3-18684,11.527797,0
401,FBIS3-17316,11.526404,0
401,FBIS4-21325,11.526182,0
401,FBIS3-3772,11.52268,0
401,LA112389-0054,11.518647,0
401,FBIS4-32205,11.518571,0
401,FBIS3-46269,11.516648,0
401,FBIS3-34437,11.510441,0
401,FBIS3-20137,11.50894,0
401,FBIS3-20852,11.508176,0
401,FBIS4-28684,11.507763,0
401,LA011589-0001,11.50763,0
401,FBIS3-53267,11.500659,0
401,FBIS4-1814,11.498488,0
401,FBIS3-17529,11.49791,0
401,FBIS3-44885,11.496434,0
401,FBIS3-54646,11.494197,0
401,FBIS4-31747,11.491564,0
401,LA090590-0020,11.490837,0
401,LA101490-0063,11.48859,0
401,FBIS3-20178,11.488219,0
401,FBIS3-18109,11.484064,0
401,FBIS3-55831,11.482148,0
401,FBIS3-16127,11.481426,0
401,FBIS4-25135,11.474368,0
401,LA081490-0036,11.46969,0
401,LA081989-0049,11.46717,0
401,FBIS3-19413,11.466194,0
401,FBIS4-16235,11.465776,0
401,FBIS3-8021,11.465244,0
401,FBIS3-2651,11.465088,0
401,FBIS4-67289,11.461292,0
401,FBIS4-42224,11.460942,0
401,FBIS4-8440,11.459903,0
401,FBIS3-7896,11.455081,0
401,FBIS3-32355,11.454753,0
401,FBIS4-5168,11.454576,0
401,LA031590-0024,11.453472,0
401,FBIS3-40805,11.452199,0
401,FBIS3-39066,11.449344,0
401,FBIS4-38611,11.447639,0
401,FBIS3-60307,11.44427,0
401,LA030289-0207,11.44426,0
401,FBIS4-64744,11.4428,0
401,LA083190-0150,11.439475,0
401,FBIS4-36259,11.439345,0
401,FBIS4-55618,11.435817,0
401,FBIS4-18412,11.434103,0
401,FBIS3-30391,11.431423,0
401,FBIS4-14745,11.430815,0
401,FBIS3-3766,11.4292965,0
401,FBIS4-68774,11.428908,0
401,LA060989-0003,11.428015,0
401,FBIS4-63454,11.425459,0
401,FBIS3-45338,11.418588,0
401,FBIS4-10510,11.415733,0
401,FBIS3-15650,11.414835,0
401,FBIS4-28387,11.40697,0
401,LA052490-0057,11.406542,0
401,FBIS4-2661,11.402996,0
401,FBIS3-39275,11.402165,0
401,FBIS4-26052,11.399044,0
401,LA022289-0042,11.397277,0
401,FBIS3-22227,11.389634,0
401,LA092989-0114,11.387061,0
401,FBIS4-62017,11.382185,0
401,FBIS3-59034,11.3744545,0
401,FBIS3-15696,11.370007,0
401,FBIS3-37219,11.36622,0
401,FBIS4-3065,11.364841,0
401,FBIS3-20895,11.363489,0
401,LA072090-0019,11.363328,0
401,FBIS3-4100,11.362234,0
401,FBIS4-3749,11.361874,0
401,FBIS3-11133,11.360768,0
401,FBIS4-17239,11.354032,0
401,FBIS4-52853,11.348295,0
401,FBIS3-38005,11.3463545,0
401,LA071889-0026,11.341972,0
401,FBIS4-64331,11.340651,0
401,FBIS3-26260,11.339612,0
401,FBIS3-26471,11.333496,0
401,LA101989-0008,11.33213,0
401,FBIS3-15969,11.329522,0
401,FBIS3-16677,11.326072,0
401,FBIS3-56486,11.324289,0
401,FBIS3-42021,11.324289,0
401,FBIS3-41584,11.323213,0
401,FBIS3-30726,11.321737,0
401,FBIS3-11963,11.318554,0
401,LA091789-0179,11.3181505,0
401,LA061090-0195,11.315603,0
401,FBIS4-26210,11.315026,0
401,FBIS4-52918,11.314649,0
401,FBIS4-32331,11.311867,0
401,FBIS4-68824,11.309736,0
401,FBIS4-65173,11.305646,0
401,FBIS4-9582,11.296481,0
401,FBIS4-39993,11.2902975,0
401,LA052789-0101,11.289925,0
401,FBIS3-38525,11.289894,0
401,FBIS4-39670,11.28927,0
401,LA011389-0035,11.286772,0
401,LA092390-0197,11.286772,0
401,FBIS3-19438,11.286227,0
401,FBIS4-55018,11.285833,0
401,FBIS3-55375,11.280138,0
401,FBIS4-19393,11.278671,0
401,FBIS4-49427,11.273579,0
401,FBIS4-65309,11.272757,0
401,FBIS3-52244,11.269582,0
401,LA020589-0194,11.269444,0
